Cleaning_Method,Surface_Roughness_nm,Defect_Density_per_cm2,Etch_Rate_nm_per_min,Interface_Trap_Density_cm2_eV,Fixed_Oxide_Charge_C_per_cm2,Minority_Carrier_Lifetime_us,PN_Junction_Leakage_A_per_cm2,Gate_Oxide_Breakdown_MV_per_cm,Pit_Density_per_cm2
UV/Ozone,0.38431079500416687,68677.29087431399,0.8459477344552457,39050716655.16742,2.4450407118407178e-06,64.27763249789693,1.6188064350710918e-10,12.015794655483537,73.11242245313085
HF Dip,0.4745032464682858,207403.44912595607,2.5022650994271727,271782543757.19623,3.6529395794196446e-06,32.98352652763113,5.575783332592013e-10,11.037584135900406,147.93740079094866
RCA-1,0.9475718812149737,246502.96549460344,7.193540805683209,272532903307.4238,3.2162596409471287e-06,28.142028073442717,6.273384130284445e-09,10.063011166481374,273.6224617148647
UV/Ozone,0.33952428111918187,53185.57525834469,0.3550560587157162,98359933533.91908,1.7641933727261043e-06,55.637686757494066,1.339636603609578e-11,12.17132699404475,47.060982801381826
SC-1,0.9519510772764015,549616.7684187473,9.064586149328466,585418327624.5345,6.182430780113728e-06,11.564814987190301,7.2764915818422156e-09,9.557548557681912,685.603835762366
Piranha,1.54359584853745,635397.1279183719,12.759179570989906,320513574940.7394,4.470606791124157e-06,13.487314340469329,1.6947481632655827e-08,9.524630691103633,660.262335471571
SC-1,1.0458565679155039,572659.1371471375,9.247512368577707,536022622315.8991,6.265972383071193e-06,19.430037740002156,2.4212418962833074e-08,9.28732302660116,376.2784458970276
SC-1,0.9132795717579545,434997.22969893104,8.620578620502931,657680560128.4382,5.623381144893766e-06,21.2974495634895,1.4530757523176122e-08,11.149923554356153,966.0227146510808
SC-1,1.1209265840039446,534247.9191279022,6.908701513501454,676494221829.9236,5.8475595245949964e-06,26.673393978343398,1.8373666290084213e-08,8.763119016032368,428.8597079736746
UV/Ozone,0.41131727179396216,123590.01325281362,0.6514878959248287,113296314628.69313,1.520954587400204e-06,47.55821690995455,4.9260062783977735e-11,12.224020075179308,52.635177375109805
SC-1,0.9705001654298494,401723.16767240106,12.732546777362073,566041353069.4742,4.871067556751721e-06,29.140061852480493,1.337980487117672e-08,8.648044473494872,824.3052297450513
RCA-1,1.0063882832654978,327056.4077761596,6.571821644617506,226245019129.75317,3.215117619389643e-06,37.19972393700345,6.989092230993153e-09,10.718873916677753,336.1600092102058
Piranha,1.0986162396699104,623501.4054632188,9.248309718444837,705082926619.5457,5.382052969979062e-06,10.747154116959727,1.9253767382869043e-08,6.233684645651892,332.6705425763934
RCA-1,0.7467944180825121,398044.8523628532,6.30713955084852,219976927854.6801,3.0322889033583354e-06,33.803230058629175,5.511023818089439e-09,10.737230502239543,1.3289223881528187
UV/Ozone,0.29534040061443567,63085.39036515213,0.5956337379191836,73643846150.01001,1.5717418439645374e-06,49.885113760275324,8.295159545903728e-11,12.461018475541868,63.644717730447155
HF Dip,0.5711274021413703,227753.24017459934,1.7968357418659908,201494555952.1333,3.0843634510510563e-06,42.47120373295466,1.251058317318606e-09,11.475303392023536,153.46012366887513
SC-1,1.376797595880285,506147.73701826157,10.682849168211002,417076652872.9312,5.827643897613177e-06,18.71048060725394,9.65324820164919e-09,8.33839104352702,462.2414903726075
HF Dip,0.4150705523506548,190280.6511373891,1.8144632666318057,273146423986.82104,3.888385112689696e-06,32.391904565718846,1.7405172917106865e-10,10.361300698027891,9.142914025039858
UV/Ozone,0.38951463232613703,139761.96243958652,0.6610712509877694,110805004402.79857,2.7216477665536844e-06,44.30968751699101,1.393338212083888e-10,11.907803127953988,73.40001065480955
RCA-1,0.9643771579336823,222298.29014097067,7.261342628110923,416447460588.38403,4.535737873915567e-06,26.534334842808335,6.4690661256029864e-09,10.358700109456697,312.070918512932
HF Dip,0.6131410969372802,186086.9132598525,1.614934270369749,197265555306.0966,3.0166365145878038e-06,46.15011987759551,8.598080496271451e-10,10.259887508991099,146.29146850704635
RCA-1,0.5976828018949286,292558.08428747696,8.739314414934256,268577147910.48682,4.121004466354819e-06,53.559874514652236,8.257635847896623e-09,9.722865143015893,147.1850828413052
Piranha,1.2336655058361508,709060.5941721031,8.6743406098417,655767460310.0575,4.572299059290136e-06,16.7597204098565,1.2637768954153157e-08,7.95990271641595,776.0791218208358
Piranha,1.1168292405795586,597766.3069372434,13.977824220732897,713780363263.7812,7.374519555690124e-06,12.156629391426524,2.153792477842208e-08,7.9641171112313405,265.03753853438434
HF Dip,0.5626593633343981,172332.2310359396,2.656408606280712,140973463998.9057,3.6183934525536236e-06,41.65553069539496,1.8517291996111934e-09,10.342850223800545,291.40137363355643
HF Dip,0.5587308354901845,241137.62845291616,1.7019945613433827,165574993147.816,2.6251542187817026e-06,46.34009533251022,1.2988789173272697e-09,10.664448636291649,85.5305399426197
UV/Ozone,0.20772925175304974,47153.104443351804,0.5020208965042162,164540554909.53485,2.421717584393869e-06,39.68587128831818,3.091400271497692e-11,11.971464103541273,62.29408245414166
RCA-1,0.8360758543654895,376209.8549775583,7.144172092486673,220127030847.65536,4.7431154496196436e-06,26.877809240033493,5.2404557436261315e-09,9.683663560142147,451.47661039714217
HF Dip,0.5332777327956829,182282.5334278695,2.5512460743068583,226514644491.4119,2.2928899775020407e-06,39.061740415456235,8.496592986214576e-10,11.081588843651025,59.0413287869855
RCA-1,0.6814707516440994,367441.8595591405,9.942571619889078,359511208740.61127,3.397008652977133e-06,32.69671482292418,3.778229079469406e-09,10.26309876296387,286.98056449155126
Piranha,0.8712627683407296,534803.1122190842,17.697560066581893,647235932017.807,9.530112046253235e-06,13.784627107382539,1.2138236328831528e-08,9.228663746688289,294.912714246762
UV/Ozone,0.35391211050265126,159116.15409549943,0.7437175710094981,79727103189.224,1.296353782414315e-06,60.91064198481567,5.678031875703072e-11,11.840790148097723,72.08641529513984
RCA-1,0.645183853202242,245044.25643243548,8.671818727008548,339079627512.512,4.737216514411114e-06,29.12293200016499,8.695934170246295e-09,8.939877185760079,589.5203963558909
UV/Ozone,0.13420399758294382,3949.4584378589498,0.22972062881963723,12767530178.815445,2.0356096680845067e-06,62.618769033174445,7.020353585035801e-11,11.862978008295672,28.797912977126188
RCA-1,0.817208892807849,253358.40357230825,7.3082949695756225,154091385320.40585,4.06928396625914e-06,29.43444017440642,9.026545347242809e-10,9.151769983759497,290.7987074847718
RCA-1,0.7096306738044267,179391.1665544206,8.633651933048785,403917639806.3641,3.7249717639325173e-06,32.880486169230785,7.2948526400952255e-09,10.662127655799104,180.77060737236053
RCA-1,0.7517771122864817,89542.28474256714,11.732107244778973,297887137812.22986,5.0040595395714685e-06,38.183046749389725,3.3116836425711643e-09,9.257504681207969,156.7755637613897
SC-1,1.1251888111026656,409792.4566079995,11.818092496264574,474248525282.7962,4.842174015602534e-06,18.719017940450218,8.650785364564483e-09,8.801799487142137,458.0034563933615
HF Dip,0.34980740539045263,195429.88614361853,1.1737533369122681,88453507397.86586,3.0038667961587403e-06,50.10463937493071,1.1755157338127868e-09,10.419340354176764,185.6501821850031
UV/Ozone,0.28521973867678485,160382.09423417278,0.8208811202210256,78731074652.51227,2.3817967910872064e-06,64.94987404167236,1.6356427852301785e-11,12.390708368868276,74.49131584911942
HF Dip,0.6270504127005969,144673.72603544948,2.2265734697584074,249711260888.21863,3.581881352205345e-06,44.54967895566211,1.2742923600714795e-09,11.221888395303305,41.36912842119875
SC-1,1.202585973036,559743.0974323135,7.821117479450235,544508743713.43164,4.12418602766633e-06,21.634143949824992,2.038857488479058e-08,8.493391998585105,562.0550838376589
RCA-1,0.4542158883646997,229397.74989361074,5.514632579953289,365535376763.4434,4.3452918263898235e-06,30.037476272645247,8.140292484897035e-09,9.822168402870242,263.6927050274545
UV/Ozone,0.06822169226831049,70707.31737079976,0.4319245172931832,186059701599.62415,1.979817737062429e-06,49.994279650836255,1.491862548887329e-10,12.58523025059421,11.651691327615005
HF Dip,0.5718889987416592,196695.27391021603,2.440390473917193,168126477793.7419,2.61022473668677e-06,38.35656217617942,9.542940584486996e-11,12.015018836565256,160.4683932383406
UV/Ozone,0.2817976557380417,68104.80367440701,0.8528403553849202,82323922425.08763,1.8047676610856312e-06,50.81923650305297,7.519774084885026e-11,12.320050237136057,15.401588161611556
Piranha,1.0198461881916023,793001.7157244431,13.264127524748798,619813142755.5404,6.00556219112447e-06,18.958637612253575,2.3868825243083624e-08,7.2558916569682435,573.67508519277
UV/Ozone,0.24640951931660643,125436.21919635698,0.573854665814267,94913934351.5195,9.571367375649742e-07,47.96780213557901,6.258282608374761e-11,12.838738927697289,57.444249170515846
SC-1,0.8758463289472358,494129.1543195063,12.059410225870177,395823209541.3085,5.296340773675713e-06,34.753978431723155,3.746593042552609e-10,8.856642914862652,262.7252856946876
RCA-1,0.7585212947132437,388641.04611275735,6.923687466943369,352292044655.46625,3.984784967603635e-06,36.2677727477679,3.5628196410029407e-09,9.04646208078745,0.507426506051047
UV/Ozone,0.10764395734200027,151442.69844624575,0.7857504083863884,123423669259.15137,2.292652530839484e-06,41.594616350774785,9.29816750808519e-11,11.773355572052653,28.084438812420316
SC-1,0.8663663215170538,533833.9544064417,6.43260648372549,497927591219.36615,5.360096894989537e-06,25.41194171863051,1.2195427372368574e-08,9.66731561122479,461.4090553420958
Piranha,1.188714523611238,718309.9097191665,8.307287872120973,558334818560.9103,6.395300551753849e-06,10.545270368740185,1.6813549363215218e-08,7.549489336408623,535.5065924842953
SC-1,0.9651053902112171,391077.0526729616,5.26003125563947,403192114454.5634,6.555682300802763e-06,14.753801978931454,1.1070024146691406e-08,8.02703447109621,419.7226242600759
RCA-1,0.6634630715212594,188794.0312646799,8.470611804921711,222667672805.52667,3.6812531888986675e-06,34.09167083212606,5.522516355281139e-09,10.315562096757864,129.7615701160932
RCA-1,0.643508601315522,306662.43658274465,12.105017658147613,340404309056.0413,5.17395314195485e-06,37.08247862557344,4.637529195423861e-09,10.903776121195321,279.93837363686754
SC-1,0.9413236858005702,666459.8833927382,13.280486237617556,512561692550.26227,7.120759397326573e-06,16.659386095825575,1.1917970481018273e-08,8.56300880118708,721.4913226957858
HF Dip,0.6575884271255351,249990.5170236457,1.8990538491593882,205598649276.5313,2.3940165335645183e-06,42.91936905694111,1.1732832377685672e-09,10.859955796889249,111.44601624319222
UV/Ozone,0.3052675594674821,70136.63555491742,0.2225765416438254,55576080204.79371,1.8334304731868015e-06,61.63480043984456,6.499100653209902e-11,12.11069032850827,56.72008545580573
UV/Ozone,0.2933986525899909,100069.71348207274,0.6023337949824545,83954202869.08434,1.3954968345571217e-06,62.02449577939548,1.6941736023275825e-10,12.083824746757696,50.02416891256145
Piranha,1.366231660282325,892081.8201994519,19.592430946675208,755426726347.5759,5.187538955782873e-06,14.862747009818241,2.0254644620813053e-08,8.07123984286857,628.1320722886223
RCA-1,0.9142268183660588,163936.5646774069,7.685761494156381,206843409592.7036,3.3434441477903853e-06,24.576568948267756,5.899614574242399e-09,9.717091403459662,317.61118126480307
HF Dip,0.5240343787784141,190466.8000682301,1.7429376551601359,190354532354.39062,3.3531453184325704e-06,45.24966501903755,5.67208913133584e-10,11.200730680068084,82.58990511750282
HF Dip,0.6248548459993292,217974.93412247155,1.8312885655053655,190605402733.89096,3.5105453473467376e-06,42.13201938837925,1.0123370430413166e-09,10.411192619047972,14.647304995131549
HF Dip,0.3973760110582424,149575.67246059357,1.5285827040977154,267848295869.45404,3.8010630194504e-06,41.431153329346195,1.096483001069834e-09,11.292771164130771,258.59479360786736
HF Dip,0.3644766591593051,264357.8053265622,1.7088557831813938,274269074005.43457,3.173620661387017e-06,32.96791428137672,5.869870562691493e-10,10.369249744916267,108.80974688772298
HF Dip,0.5501425087868432,186036.43642328607,1.4615463752183677,180652106710.43106,3.759384629538069e-06,30.950770907981838,1.0884093989878823e-09,11.265041317364714,73.9492198129781
UV/Ozone,0.322618139455789,20537.39503519838,0.6544883355227759,113164206336.2298,2.1384340090209058e-06,56.661076029903036,6.400381782686725e-11,12.648396683953619,69.29886812823
RCA-1,0.8079654073863315,338749.04239494953,5.27079427147039,409234821104.1555,5.347055374333282e-06,29.18290903387725,2.5242514667749204e-09,9.268419331117812,491.0116868964142
SC-1,0.7774183626755546,430670.92213713867,7.062145467941185,549438340606.14624,4.348998254092026e-06,19.817934983498944,7.324670155936081e-09,8.2430694476357,520.0389775634198
HF Dip,0.34300988306079555,245635.36921460164,2.5729467918922246,149142080632.5592,2.347053958013272e-06,38.141605244124456,1.375358186355888e-09,11.586025579363648,305.6556614497856
UV/Ozone,0.2835739538295557,20360.49940226355,0.03189475086674143,174793242100.9989,1.6941840295674034e-06,35.76247228435099,1.182869578929784e-10,11.903492132791373,50.47676417500741
SC-1,1.2152709492122278,691528.0770165098,4.857231797714715,457666213944.7347,5.032708060591087e-06,17.270411272443056,1.3186475897283014e-09,10.257481635727679,398.7162158191535
UV/Ozone,0.221168405744249,101235.10133710968,0.5378642816489965,129916142224.38458,2.099085350414102e-06,52.89383164340225,3.455397181126219e-11,12.319896272016434,17.404636202658295
SC-1,1.5600126076494065,447116.4101622425,8.594620899317757,544258882375.45764,5.773703726729315e-06,23.48930390143529,6.714717023388735e-09,8.381500077028079,497.82962951183805
Piranha,1.1078031056591167,789587.7582308946,13.31181460567535,618011635496.9443,6.80553347812968e-06,13.4079146117504,1.519936921293389e-08,7.335453370132377,778.3279299889334
RCA-1,0.9336042288537765,378313.5470659345,8.0089169332606,185373030532.22885,3.686706843563136e-06,21.742121835321473,6.475070204244643e-09,9.866040539457547,426.22363407831836
RCA-1,0.6358037279360788,370573.69760509836,6.635121330313253,223962441187.16998,3.1041362648362908e-06,37.287134137110584,4.9811351292274e-09,9.174912386715103,199.774282021433
RCA-1,0.8553830095661625,436302.03886228683,11.021255183623017,301505182986.348,3.029429094334105e-06,20.723680880505082,3.0079118135788914e-09,10.145611447591984,111.27049398919775
Piranha,1.61285658537501,725643.3156425194,11.795930654253787,703051479614.942,5.922346708892098e-06,13.464930129139612,2.1626277507743283e-08,7.5560675551453205,261.42450153484396
Piranha,1.2515721446625463,776610.6117611167,15.988556999043665,832666804954.5731,3.572100983794041e-06,10.731402225070024,2.121800091397851e-08,8.772106635838563,863.4139191181382
HF Dip,0.4925858258818733,144997.99062767954,2.8741471967970935,236681477244.04956,3.0746829484427576e-06,27.641713122125758,6.747377048887573e-10,10.84132949324256,130.5346837661367
RCA-1,0.6562007248072941,332178.4505161798,8.548297184870155,196147490827.85315,4.749740979119971e-06,30.68143520459555,3.5316414538637504e-09,9.294043910656569,223.39977713980886
UV/Ozone,0.22071882048338332,99559.98214501994,0.4772322809372558,41934832134.31873,2.278987318302546e-06,38.03585019709795,1.638051134035919e-10,11.728574667260862,26.971753216324682
HF Dip,0.2554374177587946,131255.9508658637,2.1153336719751006,267833223394.81094,2.8277762055272266e-06,29.65064012671946,1.819519760421753e-09,11.165934817277291,246.11022474528255
SC-1,1.1593016660299917,521322.8149461967,7.095658735403295,422076734170.4584,4.9424060854649595e-06,25.63952900746259,1.5238639473112088e-08,9.931767106006273,640.9777421856095
Piranha,0.9547091042857393,739852.657129863,11.107079505906551,622310161022.1548,6.09067188844164e-06,16.92502453541046,2.0483324544851018e-08,7.774185865124562,272.2018812860813
Piranha,1.2516001758419988,699174.0261826967,8.638715995383773,680063886892.6633,6.1430359914604125e-06,15.383184261564265,2.1507466486821153e-08,8.02422637465776,982.7418642489121
